10491|32|2025-02-25 10:09:42|2025-03-09 22:12:52|49790||    Ngày 30/10/2024, Công an tỉnh Bắc Ninh tổng kết 5 năm thực hiện Chỉ thị số 33/CT-TTg ngày 5/12/2018 của Thủ tướng Chính phủ về tăng cường các biện pháp bảo đảm tái hòa nhập cộng đồng đối với người chấp hành xong án phạt tù; Nghị định số 49/2020/NĐ-CP n|1
10493|92|2025-03-07 22:54:14|2025-03-19 08:02:38|49793||Sáng ngày 07/03/2025, tại Trường Cao đẳng Truyền hình (VTVCollege) số 137 đường Trần Phú, TT. Thường Tín, huyện Thường Tín, Hà Nội đã diễn ra Lễ khai giảng khoá đào tạo “Kỹ năng Quay phim, Chụp ảnh và Dựng phim cơ bản” dành cho các cán bộ làm công tác tuyê|1
10498|NULL|2025-03-14 09:35:27|2025-03-14 10:03:53|0|||1
10502|14|2025-04-09 14:06:25|2025-04-09 14:20:55|49805|| Bám sát chỉ đạo của Chính phủ, Bộ Công an và của tỉnh, phối hợp với các sở, ban, ngành liên quan, Công an tỉnh đã tham mưu cho tỉnh triển khai hiệu quả công tác tái hòa nhập cộng đồng (THNCĐ), gắn với xây dựng phong trào toàn dân bảo vệ an ninh Tổ quốc, g|1
10503|NULL|2025-04-09 14:31:18|2025-04-09 14:31:18|49808||Các địa phương thường xuyên theo dõi, giáo dục, quản lý tốt những người tái hòa nhập cộng đồng tại địa bàn; phổ biến, tuyên truyền những chủ trương, chính sách của Đảng, pháp luật của Nhà nước để họ chấp hành tốt.|1
10504|6|2025-04-09 14:38:39|2025-04-09 14:38:39|49811||Thời gian qua, các mô hình tái hòa nhập cộng đồng ở Nam Sách (Hải Dương) đã đạt kết quả tích cực, giúp lực lượng công an và chính quyền địa phương quản lý tốt các trường hợp chấp hành xong án phạt tù trở về địa phương.|1
10505|1|2025-04-09 15:41:47|2025-04-15 17:33:39|49814||Giúp đỡ những người chấp hành xong án phạt tù tái hòa nhập cộng đồng - Một việc làm thể hiện đậm nét tính nhân văn|1
10506|29|2025-04-10 10:17:59|2025-04-14 23:31:50|49820||Sáng 10/4, Công an tỉnh Bắc Ninh tổ chức tập huấn công tác thi hành án hình sự và tái hòa nhập cộng đồng năm 2025 cho chỉ huy, cán bộ Công an các xã, phường, thị trấn thuộc thị xã Thuận Thành, huyện Yên Phong, Tiên Du và Gia Bình.|1
10507|2|2025-04-11 08:57:29|2025-04-15 17:47:55|49832||Thời gian qua, thực hiện công tác thi hành án và tái hòa nhập cộng đồng, Công an huyện Yên Minh đã thực hiện nhiều giải pháp, thể hiện tính xã hội, nhân văn, giúp người từng lầm lỡ yên tâm ổn định cuộc sống, hạn chế tái phạm tội.|1
10508|5|2025-04-11 09:07:00|2025-04-15 17:44:22|49826||Ngày 12/11/2024, Ủy ban nhân dân (UBND) quận Bắc Từ Liêm, Hà Nội đã tổ chức Hội nghị tập huấn các biện pháp bảo đảm tái hòa nhập cộng đồng đối với người chấp hành xong hình phạt tù.|1
10509|4|2025-04-11 09:27:49|2025-04-15 17:39:15|49823||Ngày 29/10/2024, Công an tỉnh Nam Định tổ chức Hội nghị tập huấn công tác thi hành án hình sự tại cộng đồng, tái hòa nhập cộng đồng năm 2024. Đồng chí Đại tá Phan Thị Loan, Phó Giám đốc Công an tỉnh dự và chỉ đạo hội nghị.|1
10510|2|2025-04-11 13:58:44|2025-04-15 17:40:56|49817||Quyết định số 22/2023/QĐ-TTg ngày 17/8/2023 của Thủ tướng về tín dụng đối với người chấp hành xong án phạt tù (Quyết định số 22) là cơ hội để người chấp hành xong án phạt tù tiếp cận vốn phát triển kinh tế, ổn định cuộc sống, qua đó thể hiện tính nhân văn |1
10511|2|2025-04-11 14:03:12|2025-04-15 17:45:55|49829||Với mong muốn  tạo điều kiện giúp đỡ những người lầm lỡ trở về địa phương có được sự an tâm tin tưởng, xóa mặc cảm với cộng đồng, ổn định cuộc sống, tích cực làm ăn lương thiện phát triển kinh tế gia đình và giúp các phạm nhân trở thành những người sống có|1
10512|28|2025-04-17 07:42:43|2025-04-17 07:42:48|49835||Theo báo CAND cho biết, Thứ trưởng Lê Văn Tuyến yêu cầu các đơn vị chức năng cần phối hợp với Công an địa phương quản lý, giúp đỡ những người được đặc xá tái hoà nhập cộng đồng; chủ động tham mưu cho chính quyền địa phương tạo điều kiện, bố trí công ăn việ|1
10513|56|2025-04-17 07:54:05|2025-04-17 07:54:10|49838||Dẫn nguồn từ báo CAND cho biết, Thứ trưởng Lê Văn Tuyến yêu cầu Cơ quan Thường trực Ban chỉ đạo (BCĐ) về đặc xá Bộ Công an khẩn trương tổng hợp hồ sơ, danh sách và nội dung tài liệu để phục vụ cuộc họp của Hội đồng tư vấn đặc xá (HĐTVĐX); tiếp tục phối hợp|1
10515|67|2025-04-17 08:30:47|2026-07-13 17:25:44|49854||Ngày 15/4/2025, Công an TPHCM cùng Hội LHPN TPHCM tổ chức trao phương tiện sinh kế hỗ trợ phụ nữ hoàn lương, tái hòa nhập cộng đồng trên địa bàn thành phố.|1
10516|111|2025-04-17 10:50:04|2025-04-26 09:17:29|49841||Công tác quản lý, giáo dục đối tượng, người chấp hành xong án phạt tù, người được đặc xá là một hoạt động có ý nghĩa chính trị, pháp lý, xã hội và mang tính nhân văn sâu sắc, phù hợp với truyền thống đạo lý của dân tộc ta. Đây là quá trình mà Nhà nước, cộn|1
10517|119|2025-04-22 10:27:17|2025-04-26 09:16:42|49844||Chiều 21/6, Công an tỉnh Thanh Hóa và Sở Lao động - Thương binh và xã hội tỉnh, UBND TP. Thanh Hóa phối hợp tổ chức Diễn đàn tư vấn pháp lý, giới thiệu việc làm, hỗ trợ vay vốn cho người chấp hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng trên địa|1
10518|212|2025-04-28 08:20:53|2025-05-05 11:27:12|49851||Nhằm tạo điều kiện cho các phạm nhân được đặc xá, chấp hành xong án phạt tù làm ăn, phát triển kinh tế, ổn định cuộc sống, Đảng, Nhà nước ta đã có nhiều chủ trương, chính sách giúp họ tái hoà nhập cộng đồng.|1
10519|139|2025-04-28 08:31:51|2025-05-25 11:03:15|49911||Sáng ngày 01/10/2024, Công an tỉnh tổ chức hội nghị tập huấn công tác thi hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng cho 542 đồng chí là lãnh đạo, chỉ huy, cán bộ làm công tác thi hành hình sự và hòa nhập cộng đồng Công an tỉnh và các huyện, t|1
10520|0|2025-04-28 08:42:42|2025-05-25 10:49:50|49908||Công an tỉnh Bạc Liêu luôn quán triệt: Công tác giúp đỡ những người chấp hành xong án phạt tù trở về địa phương tái hòa nhập cộng đồng (THNCĐ) vừa là chủ trương, chính sách vừa à một trong những giải pháp hiệu quả trong phòng ngừa, ngăn chặn tình trạng tái|1
20521|241|2025-05-03 14:11:37|2025-05-04 07:43:25|49847||Nhân dịp Kỷ niệm 50 năm Ngày giải phóng miền Nam, thống nhất đất nước (30/4/1975 - 30/4/2025), sáng 1/5/2025, đồng loạt các trại giam, trại tạm giam trên toàn quốc đã tổ chức Lễ công bố Quyết định đặc xá của Chủ tịch nước năm 2025.|1
20522|NULL|2025-05-04 15:18:41|2025-05-21 15:07:50|49860||Công tác quản lý, giáo dục đối tượng, người chấp hành xong án phạt tù, người được đặc xá là một hoạt động có ý nghĩa chính trị, pháp lý, xã hội và mang tính nhân văn sâu sắc, phù hợp với truyền thống đạo lý của dân tộc ta. Đây là quá trình mà Nhà nước, cộn|1
20523|1264|2025-05-04 15:48:22|2025-05-09 16:17:57|49863||Nghị định số 49/2020/NĐ-CP ngày 17/4/2020 của Chính phủ quy định chi tiết thi hành Luật thi hành án hình sự về tái hoà nhập cộng đồng (gọi tắt là NĐ 49/CP). Cơ quan thi hành án hình sự Công an tỉnh Kon Tum đã kịp thời tham mưu cho Ủy ban nhân dân tỉnh ban |1
20524|2485|2025-05-05 10:37:38|2025-05-09 16:16:59|49869||Thực hiện chỉ đạo của lãnh đạo Bộ Công an về việc nâng cao chất lượng công tác tái hòa nhập cộng đồng đối với người chấp hành xong án phạt tù, từ ngày 24/4 đến ngày 27/4/2025 tại Nhà nghỉ dưỡng Hải Đăng – Bộ Công an. Cục C11 đã tổ chức lớp tập huấn về công|1
20525|368|2025-05-06 14:48:26|2025-05-09 16:27:26|49866||Ngay khi Quyết định số 22/2023/QĐ-TTg ngày 17/8/2023 của Thủ tướng Chính phủ về tín dụng đối với người chấp hành xong án phạt tù bắt đầu có hiệu lực, chi nhánh Ngân hàng Chính sách xã hội (NHCSXH) tỉnh Tây Ninh đã triển khai ngay công tác giải ngân tín dụn|1
20526|300|2025-05-06 15:15:18|2025-05-25 17:04:05|49857||Công tác tái hòa nhập cộng đồng được xác định là một nhiệm vụ hết sức quan trọng, nhằm thực hiện chính sách nhân văn của Đảng và Nhà nước đối với người chấp hành xong án phạt tù, đồng thời phòng ngừa, ngăn chặn tình trạng tái phạm tội. Xác định rõ điều này|1
20527|NULL|2025-05-08 10:27:34|2025-12-29 10:43:20|49872||Công tác thi hành án hình sự tại cộng đồng và tái hoà nhập cộng đồng là một công tác rất phức tạp, khó khăn, có phạm vi rộng. Đồng thời giữ vai trò rất quan trọng trong bảo đảm thi hành nghiêm minh bản án, quyết định của Toà án, góp phần đấu tranh phòng ch|0
20528|672|2025-05-12 10:09:29|2025-05-25 22:36:33|49875||BDK - Cuộc đời mỗi người thật khó để tránh những sai lầm, điều quan trọng là chúng ta phải biết nhận ra để sửa chữa, thay đổi, hoàn thiện bản thân để có cuộc sống tốt đẹp hơn. Trường hợp anh Phạm Hồng Chinh, sinh năm 1972, ở ấp Bình Huề 1, xã Đại Hòa Lộc, |1
20529|419|2025-05-13 07:22:33|2025-05-13 07:23:27|49878||Sáng ngày 12/5 vừa qua, tại Trung tâm giáo dục hướng nghiệp tỉnh Hà Nam, Phòng Cảnh sát Thi hành án hình sự và hỗ trợ tư pháp, Công an tỉnh phối hợp với Trung tâm dịch vụ việc làm Hà Nam và Trung tâm giáo dục hướng nghiệp tỉnh tổ chức Phiên giao dịch việc |1
20530|261|2025-05-13 16:25:53|2025-05-25 22:42:17|49881||Ngày 30/4/2025 tại trại giam Quảng Ninh đã long trọng tổ chức lễ công bố quyết định đặc xá của chủ tịch nước nhân dịp kỷ niệm 50 năm Ngày giải phóng miền Nam, thống nhất đất nước (30/4/1975 - 30/4/2025)|1
20531|1684|2025-05-16 15:09:01|2025-05-17 10:34:39|49884|||1
20532|517|2025-05-17 16:37:20|2025-12-29 10:37:02|49887||Sáng ngày 26/12/2023, Phòng Cảnh sát Thi hành án hình sự và hỗ trợ tư pháp, Công an tỉnh Hà Nam phối hợp với Trung tâm Dịch vụ việc làm thuộc Sở Lao động - Thương binh và Xã hội tỉnh Hà Nam; Công an huyện Lý Nhân tổ chức “Phiên tư vấn, giới thiệu việc làm |1
20533|655|2025-05-17 20:28:15|2025-05-17 20:28:15|49890||(Chinhphu.vn) - Chủ tịch nước ban hành quyết định về việc đặc xá tha tù trước thời hạn cho người bị kết án phạt tù có thời gian, tù chung thân được thực hiện nhân dịp 50 năm Ngày Giải phóng miền Nam, thống nhất đất nước (30/4/2025).|1
20534|504|2025-05-21 10:40:32|2025-05-21 10:40:32|49893||Gồm 5 chương và 29 điều QUY ĐỊNH CHI TIẾT THI HÀNH LUẬT THI HÀNH ÁN HÌNH SỰ VỀ TÁI HÒA NHẬP CỘNG ĐỒNG Nơi nhận: - Ban Bí thư Trung ương Đảng; - Thủ tướng, các Phó Thủ tướng Chính phủ; - Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; - HĐND, UBND các tỉ|1
20535|403|2025-05-21 11:40:55|2025-05-21 12:57:37|49896||Ngày 7 tháng 11 năm 2022, Tại Hà Nội, Cục Cảnh sát quản lý tạm giữ, tạm giam và thi hành án hình sự tại cộng đồng, Bộ Công an phối hợp với Ngân hàng CSXH tổ chức Hội nghị bàn về xây dựng cơ chế tín dụng cho Người chấp hành án phạt tù|1
20536|481|2025-05-21 12:32:16|2025-05-21 12:32:16|49899|||1
20537|538|2025-05-21 14:08:55|2025-06-07 10:12:36|49902||Tái hòa nhập cộng đồng là quá trình người từng chấp hành án phạt tù được trở lại cuộc sống xã hội một cách tích cực và bền vững; đây là quá trình các cơ quan chức năng thực hiện đồng bộ các biện pháp quản lý, giáo  dục, cải tạo, giúp đỡ một cách tích cực, |1
20538|481|2025-05-21 20:28:07|2025-05-21 20:29:54|49905|||1
20539|484|2025-05-25 11:13:52|2025-05-25 11:15:38|49914||Toàn văn Chỉ thị số 33/CT-TTg của Thủ tướng Chính phủ về tăng cường các biện pháp bảo đảm tái hòa nhập cộng đồng đối với người chấp hành xong án phạt tù|1
20540|662|2025-05-25 11:44:27|2025-12-22 17:26:14|49917||Mô hình Doanh nhân với An ninh trật tự(ANTT) ở huyện Nga Sơn |1
20541|673|2025-05-25 15:42:04|2025-05-25 15:53:47|49920||Mô hình này hoạt động từ năm 2021, Công ty cổ phần Cao su Hà Giang là một doanh nghiệp đóng chân trên địa bàn tỉnh, việc chung tay cùng cấp ủy chính quyền trong công tác bảo đảm tái hòa nhập cộng đồng, chính là góp 1 phần công sức nhỏ vào việc gieo những ư|1
20542|562|2025-05-25 23:03:38|2025-05-25 23:03:38|49923||Một trong những tấm gương hoàn lương tiêu biểu là ông Nguyễn Xuân Bàn ở thôn 1, xã Tông Lạnh vào giai đoạn những năm 70- 80 -90; ông đã từng học trường Trung cấp Lâm nghiệp rồi công tác tại Lâm trường đặc sản Mường Lay và Công ty Vật tư Thuận Châu. Thời đó|1
20543|NULL|2025-05-25 23:09:52|2025-05-25 23:14:09|49926||Bài hát "BÔNG HỒNG CÀI ÁO"|1
20544|NULL|2025-05-25 23:11:58|2025-05-25 23:17:05|49932||KHÁT VỌNG, Sáng tác: Phạm Minh Tuấn - Hòa âm: Ns Lê Anh Dũng - Biểu diễn: Thu Thủy & Nhóm Vocal, múa|1
20545|NULL|2025-05-25 23:20:06|2025-05-25 23:20:33|49935|||1
20546|NULL|2025-05-25 23:24:50|2025-05-25 23:53:28|49938||Câu chuyện kể về một “phiên chợ” của tình người, một phiên chợ đặc biệt, ở đây không có sự trao đổi vật chất mà là sự trao gửi niềm tin, cảm thông chia sẻ vào các cấp chính quyền, cơ quan chức năng và cộng đồng xã hội đối với những người một thời lầm lỗi t|1
20547|NULL|2025-05-26 00:05:45|2025-05-26 00:06:52|49941|||1
20548|629|2025-05-26 00:45:55|2025-05-26 00:49:48|49944||Căn cứ Luật Tổ chức Chính phủ ngày 19 tháng 6 năm 2015; Luật sửa đổi, bổ sung một số điều của Luật Tổ chức Chính phủ và Luật Tổ chức chính quyền địa phương ngày 22 tháng 11 năm 2019;  Căn cứ Luật Đầu tư công ngày 13 tháng 6 năm 2019;  Căn cứ Luật Thi hành |1
20549|703|2025-05-26 08:41:54|2025-12-29 10:41:31|49947||Thời gian qua, các địa phương trên cả nước đã chú trọng tăng cường công tác thi hành án hình sự và tái hòa nhập cộng đồng (THNCĐ). Việc xây dựng, nhân rộng các mô hình THNCĐ có ý nghĩa rất quan trọng, mang tính xã hội và nhân văn cao, giúp người từng lầm l|1
20550|889|2025-05-26 14:26:52|2025-12-29 10:27:36|49950||CÁC CÂU HỎI VỀ TÁI HÒA NHẬP CỘNG ĐỒNG|1
20553|443|2025-05-27 10:00:30|2025-12-17 08:33:38|49956||Ban biên tập trân trọng giới thiệu bài báo nghiên cứu "Vai trò của công tác tái hòa nhập cộng đồng đối với người chấp hành xong hình phạt tù" do ThS. Huỳnh Nguyễn Bảo Duy (Văn phòng Luật sư Nhân Tín, tỉnh Lâm Đồng) và PGS.TS. Nguyễn Ngọc Kiện (Trường Đại h|1
20554|358|2025-05-27 10:07:15|2025-09-20 20:06:52|49953||Gần 02 năm triển khai mô hình “Quản lý giáo dục, giúp đỡ người chấp hành xong án phạt tù tái hòa nhập cộng đồng” trên địa bàn huyện Tiền Hải, tỉnh Thái Bình đã mang lại nhiều hiệu quả tích cực, huy động sự tham gia của các đoàn thể xã hội để động viên, giú|1
20555|481|2025-05-29 14:54:00|2025-09-20 20:07:15|49959||Thời gian qua, công tác tiếp nhận, quản lý, giáo dục, giúp đỡ người chấp hành xong án phạt tù trở về địa phương tái hòa nhập cộng đồng được các cấp, các ngành quan tâm, triển khai thực hiện nghiêm túc, đúng quy định, bước đầu đã có những chuyển biến tích c|1
20556|0|2025-06-02 08:48:30|2025-09-20 20:07:38|49962||Sáng 1/5, nhân dịp kỷ niệm 50 năm Ngày Giải phóng miền Nam, thống nhất đất nước (30/4/1975 - 30/4/2025), đồng loạt các trại giam, tạm giam trên toàn quốc tổ chức Lễ công bố Quyết định đặc xá của Chủ tịch nước cho các phạm nhân đang chấp hành án phạt tù và |1
20558|328|2025-06-07 09:59:01|2025-12-03 11:00:05|49968|||1
20559|1144|2025-06-13 14:25:06|2025-12-29 10:24:26|51068||Ban biên tập trân trọng giới thiệu bài viết của các đồng chí lãnh đạo, các nhà khoa học, các chuyên gia, lãnh đạo Công an các địa phương có kinh nghiệm chuyên sâu về công tác thi hành án hình sự tại cộng đồng. Các tác giả đã công phu nghiên cứu, thu thập t|1
20560|262|2025-07-01 09:25:48|2025-09-20 20:10:24|49971||Lào Cai, một tỉnh miền núi Tây Bắc không chỉ nổi tiếng với cảnh sắc thiên nhiên hùng vĩ mà còn là điểm sáng trong công tác tái hòa nhập cộng đồng đối với người chấp hành xong án phạt tù. Với sự đồng hành, sẻ chia và hỗ trợ thiết thực từ chính quyền, đoàn t|1
20561|0|2025-08-28 21:04:24|2025-09-20 20:10:47|49974||- Thể loại: Phóng sự xã hội – chân dung - Khu vực ghi hình: Trại giam Vĩnh Quang, Trại giam Quảng Ninh, Trại giam Thanh Xuân - Nhân vật: Phạm nhân Nnaemeka Samuel (Nigêria); phạm nhân Vừ A Xá Pó (Phong Sa Lỳ, Lào); phạm nhân Phạm Minh Hoàng; phạm nhân Phạm|1
20562|234|2025-08-28 21:33:06|2025-12-17 08:40:41|49977||Ngày 28/8/2025, Thiếu tướng Nguyễn Văn Long - Phó Cục trưởng Cục Cảnh sát quản lý tạm giữ, tạm giam và thi hành án hình sự tại cộng đồng - Bộ Công an làm trưởng đoàn công tác tiến hành kiểm tra thực tế việc triển khai, thực hiện Quyết định số 22/2023/QĐ-TT|1
20563|253|2025-08-29 08:25:34|2026-07-15 16:21:14|49980||Sáng ngày 04/3/2025, Văn phòng Chủ tịch nước đã công bố Quyết định về Đặc xá năm 2025 của Chủ tịch nước nhân kỷ niệm 50 năm ngày giải phóng miền Nam, thống nhất đất nước (30/4/1975 – 30/4/2025).|1
20565|288|2025-09-01 19:06:13|2025-12-17 08:48:49|49992||Nhân dịp kỷ niệm 80 năm Cách mạng Tháng Tám thành công và Quốc khánh nước CHXHCN Việt Nam (2/9/1945 - 2/9/2025), ngày 1/9, các trại giam trên cả nước tổ chức Lễ công bố Quyết định đặc xá của Chủ tịch nước năm 2025 (đợt 2) đối với các phạm nhân đủ điều kiện|1
20566|213|2025-09-04 17:12:46|2025-12-17 08:50:46|49995||Chiều 29/8/2025, tại Hà Nội, Văn phòng Chủ tịch nước phối hợp Bộ Công an, Tòa án nhân dân tối cao, Bộ Ngoại giao tổ chức họp báo công bố Quyết định đặc xá năm 2025 (đợt 2) của Chủ tịch nước.|1
20568|246|2025-09-05 11:35:13|2025-12-03 09:18:44|50010||Thực hiện nghiêm túc Thông tư của Bộ Công an về công tác tái hòa nhập cộng đồng đối với người chấp hành xong án phạt tù, Công an phường An Sinh đã chủ động triển khai đồng bộ nhiều giải pháp, bước đầu mang lại những kết quả tích cực và ý nghĩa.|1
20570|293|2025-09-05 12:13:40|2025-12-03 09:13:14|50007||Nhiều năm qua, Trung tá Nguyễn Thị Mỹ Phương, Đội trưởng Đội Hướng dẫn công tác thi hành án hình sự và hòa nhập cộng đồng, Phòng Cảnh sát thi hành án hình sự và hỗ trợ tư pháp, Công an tỉnh Đồng Tháp đã đồng hành cùng những người chấp hành xong án phạt tù |1
20571|260|2025-09-05 15:30:48|2026-06-01 12:50:47|50013||𝟖 𝐩𝐡𝐚̣𝐦 𝐧𝐡𝐚̂𝐧 đ𝐮̛𝐨̛̣𝐜 đ𝐚̣̆𝐜 𝐱𝐚́ nhân 𝐝𝐢̣𝐩 𝟐/𝟗|1
20572|234|2025-09-08 10:11:50|2025-12-03 09:03:10|50016||Nhằm đầy mạnh công tác phong trào toàn dân bảo vệ an ninh Tổ quốc trên địa bàn gắn với triển khai thực hiện có hiệu quả Kế hoạch của UBND tỉnh Lạng Sơn về triển khai thực hiện "công tác tái hòa nhập cộng đồng đối với người chấp hành xong án phạt tù trên đị|1
20573|168|2025-09-12 14:44:41|2025-12-03 09:01:47|50019||Ngày 9/9/2025, tại phường Hạ Long, tỉnh Quảng Ninh, UBND tỉnh tổ chức hội nghị tập huấn bồi dưỡng nghiệp vụ công tác thi hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng cho 250 đại biểu đại diện các sở, ban, ngành, tổ chức chính trị - xã hội và UBN|1
20574|172|2025-09-12 14:54:12|2025-12-02 10:12:02|50022||Sáng 10/9, Công an thành phố Hải Phòng tổ chức Hội nghị tập huấn công tác thi hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng năm 2025|1
20575|261|2025-09-12 22:17:30|2025-09-20 20:05:02|50025||Chiều 12/9/2025, UBND phường Bắc Hồng Lĩnh đã tổ chức Lễ ra mắt mô hình "Phường Bắc Hồng Lĩnh kiểu mẫu về công tác thi hành án hình sự tại cộng đồng và tái hoà nhập cộng đồng". |1
20576|187|2025-09-13 00:20:22|2025-09-20 20:15:41|50028||Ngày 26/8 vừa qua, tại Nhà Văn hoá xã Vụ Bản, tỉnh Ninh Bình, Công an tỉnh tổ chức hội nghị tập huấn công tác thi hành án hình sự tại cộng đồng và tái hoà nhập cộng đồng năm 2025.|1
20577|962|2025-09-13 10:07:41|2025-09-20 20:04:43|50031||Thực hiện Kế hoạch số 270/KH-CAT-PV01 ngày 24/7/2025 của Công an Tỉnh về mở đợt cao điểm tấn công trấn áp tội phạm, vi phạm pháp luật đảm bảo an ninh trật tự Đại hội Đảng các cấp và các hoạt động Kỷ niệm 80 năm Cách mạng Tháng Tám, Quốc Khánh nước Cộng hòa|1
20578|557|2025-09-13 15:41:18|2025-11-12 00:32:06|50037||Công tác quản lý người chấp hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng đối với người chấp hành xong án phạt tù là công tác trọng tâm xuyên suốt của lực lượng CAND trong đấu tranh phòng ngừa tội phạm, bảo vệ ANTT tại địa phương.|1
20579|0|2025-09-15 14:51:05|2026-06-01 12:55:04|50087||Ngày 26/8/2025, tại Nhà Văn hoá xã Vụ Bản, tỉnh Ninh Bình, Công an tỉnh tổ chức hội nghị tập huấn công tác thi hành án hình sự tại cộng đồng và tái hoà nhập cộng đồng năm 2025. |1
20580|0|2025-09-15 15:55:21|2025-11-12 00:31:29|50047||Chiều 12/9/2025, UBND phường Đông Sơn tổ chức Hội nghị tuyên truyền, cảm hoá, tư vấn việc làm cho người chấp hành xong án phạt tù trở về địa phương. Đây là hoạt động có ý nghĩa thiết thực nhằm tăng cường công tác quản lý, giáo dục, cảm hoá người lầm lỗi; đ|1
20581|0|2025-09-15 17:21:39|2025-11-12 00:30:06|50050||Để tạo điều kiện cho những người chấp hành xong án phạt tù xóa bỏ mặc cảm, sớm tái hòa nhập cộng đồng và tìm kiếm việc làm ổn định, Công an xã Quảng Khê đã phối hợp với Ngân hàng Chính sách xã hội Đắk Glong triển khai chương trình cho vay vốn ưu đãi. Đây l|1
20582|0|2025-09-15 17:29:37|2025-11-12 00:29:37|50053||Phòng Cảnh sát thi hành án hình sự và hỗ trợ tư pháp, Công an tỉnh Đồng Nai vừa phối hợp với Công an phường Hố Nai tổ chức thăm hỏi, động viên và tặng quà cho một trường hợp người chấp hành xong án phạt tù, trở về địa phương tái hòa nhập cộng đồng.|1
20583|0|2025-09-16 10:05:37|2025-11-12 00:28:54|50057||Nhân dịp kỷ niệm 80 năm Cách mạng tháng Tám và Quốc khánh nước CHXHCN Việt Nam 2/9, chiều ngày 26/8, đồng chí Đại tá Nguyễn Huy Hải – Phó Giám đốc Công an tỉnh đã đến thăm hỏi, động viên và trao tặng quà cho một số người vừa chấp hành xong án phạt tù, hiện|1
20584|0|2025-09-16 10:25:27|2025-11-12 00:28:12|50060||Nhân kỷ niệm 80 năm Cách mạng Tháng Tám và Quốc khánh nước Cộng hòa xã hội chủ nghĩa Việt Nam (2/9/1945 – 2/9/2025), chiều 26/8, đồng chí Đại tá Trần Anh Sơn, Phó Giám đốc Công an tỉnh Đồng Nai đã đến thăm hỏi, động viên và tặng quà cho 3 trường hợp chấp h|1
20585|0|2025-09-16 10:33:00|2025-11-12 00:27:20|50063||Nhân kỷ niệm 80 năm Cách mạng tháng Tám và Quốc khánh 2/9 (1945 – 2025), chiều 26/8, đồng chí Đại tá Nguyễn Huy Hải – Phó Giám đốc Công an tỉnh Đồng Nai cùng đoàn công tác của Công an tỉnh đã đến thăm hỏi, động viên và tặng quà cho những người chấp hành xo|1
20586|0|2025-09-16 10:50:10|2025-11-12 00:26:55|50066||Ngày 15/9, tại xã Mù Cang Chải, Bộ Công an phối hợp với Công an tỉnh Lào Cai tổ chức tập huấn công tác tái hòa nhập cộng đồng và thi hành án hình sự tại cộng đồng năm 2025 cho các xã vùng cao.|1
